datetime,energy_kwh,hour,day_of_week,month,is_weekend,previous_hour_energy,previous_day_same_hour_energy,rolling_24h_average
2006-12-18 18:00:00,2.402533333333333,18,0,12,0,2.1549,3.6971,1.5364986111111112
2006-12-18 19:00:00,2.6145,19,0,12,0,2.402533333333333,2.9084,1.524252777777778
2006-12-18 20:00:00,3.0505666666666666,20,0,12,0,2.6145,3.3615,1.5112972222222225
2006-12-18 21:00:00,2.1697333333333333,21,0,12,0,3.0505666666666666,3.040766666666667,1.4750041666666667
2006-12-18 22:00:00,1.7388000000000001,22,0,12,0,2.1697333333333333,1.518,1.4842041666666665
2006-12-18 23:00:00,1.5472666666666666,23,0,12,0,1.7388000000000001,0.4377333333333333,1.530434722222222
2006-12-19 00:00:00,0.8371333333333334,0,1,12,0,1.5472666666666666,0.2763666666666667,1.5538
2006-12-19 01:00:00,0.3530333333333333,1,1,12,0,0.8371333333333334,0.31329999999999997,1.5554555555555556
2006-12-19 02:00:00,0.3272333333333333,2,1,12,0,0.3530333333333333,0.2844666666666667,1.5572375
2006-12-19 03:00:00,0.3083,3,1,12,0,0.3272333333333333,0.30993333333333334,1.5571694444444442
2006-12-19 04:00:00,0.32783333333333337,4,1,12,0,0.3083,1.0263333333333333,1.5280652777777777
2006-12-19 05:00:00,0.30666666666666664,5,1,12,0,0.32783333333333337,0.2935,1.528613888888889
2006-12-19 06:00:00,0.7963333333333333,6,1,12,0,0.30666666666666664,0.61,1.536377777777778
2006-12-19 07:00:00,1.7856333333333334,7,1,12,0,0.7963333333333333,2.4504333333333337,1.5086777777777778
2006-12-19 08:00:00,3.879033333333333,8,1,12,0,1.7856333333333334,2.082133333333333,1.5835486111111112
2006-12-19 09:00:00,1.6177666666666668,9,1,12,0,3.879033333333333,1.6293333333333335,1.5830666666666666
2006-12-19 10:00:00,0.4371333333333334,10,1,12,0,1.6177666666666668,1.3096333333333334,1.5467125
2006-12-19 11:00:00,2.321633333333333,11,1,12,0,0.4371333333333334,1.5619333333333332,1.5783666666666667
2006-12-19 12:00:00,0.43066666666666664,12,1,12,0,2.321633333333333,1.7560666666666667,1.5231416666666666
2006-12-19 13:00:00,0.30046666666666666,13,1,12,0,0.43066666666666664,1.6820666666666668,1.465575
2006-12-19 14:00:00,0.3021333333333333,14,1,12,0,0.30046666666666666,1.7330333333333334,1.4059541666666666
2006-12-19 15:00:00,0.42136666666666667,15,1,12,0,0.3021333333333333,1.7842999999999998,1.3491652777777778
2006-12-19 16:00:00,1.3721333333333334,16,1,12,0,0.42136666666666667,1.9493,1.3251166666666667
2006-12-19 17:00:00,2.1115,17,1,12,0,1.3721333333333334,2.1549,1.3233083333333333
2006-12-19 18:00:00,2.2047000000000003,18,1,12,0,2.1115,2.402533333333333,1.3150652777777778
2006-12-19 19:00:00,1.8420999999999998,19,1,12,0,2.2047000000000003,2.6145,1.2828819444444444
2006-12-19 20:00:00,2.940533333333333,20,1,12,0,1.8420999999999998,3.0505666666666666,1.2782972222222222
2006-12-19 21:00:00,1.4428666666666667,21,1,12,0,2.940533333333333,2.1697333333333333,1.2480111111111112
2006-12-19 22:00:00,0.7200000000000001,22,1,12,0,1.4428666666666667,1.7388000000000001,1.205561111111111
2006-12-19 23:00:00,0.3837,23,1,12,0,0.7200000000000001,1.5472666666666666,1.1570791666666667
2006-12-20 00:00:00,0.4598333333333333,0,2,12,0,0.3837,0.8371333333333334,1.1413583333333333
2006-12-20 01:00:00,0.25866666666666666,1,2,12,0,0.4598333333333333,0.3530333333333333,1.137426388888889
2006-12-20 02:00:00,0.7843666666666667,2,2,12,0,0.25866666666666666,0.3272333333333333,1.156473611111111
2006-12-20 03:00:00,0.3100333333333333,3,2,12,0,0.7843666666666667,0.3083,1.1565458333333332
2006-12-20 04:00:00,0.289,4,2,12,0,0.3100333333333333,0.32783333333333337,1.1549277777777778
2006-12-20 05:00:00,0.2627,5,2,12,0,0.289,0.30666666666666664,1.1530958333333332
2006-12-20 06:00:00,0.28359999999999996,6,2,12,0,0.2627,0.7963333333333333,1.1317319444444445
2006-12-20 07:00:00,1.5266333333333333,7,2,12,0,0.28359999999999996,1.7856333333333334,1.1209402777777777
2006-12-20 08:00:00,2.9176,8,2,12,0,1.5266333333333333,3.879033333333333,1.0808805555555556
2006-12-20 09:00:00,1.3855333333333333,9,2,12,0,2.9176,1.6177666666666668,1.0712041666666667
2006-12-20 10:00:00,1.5103000000000002,10,2,12,0,1.3855333333333333,0.4371333333333334,1.1159194444444445
2006-12-20 11:00:00,2.8924000000000003,11,2,12,0,1.5103000000000002,2.321633333333333,1.139701388888889
2006-12-20 12:00:00,1.4210333333333334,12,2,12,0,2.8924000000000003,0.43066666666666664,1.1809666666666667
2006-12-20 13:00:00,1.4284,13,2,12,0,1.4210333333333334,0.30046666666666666,1.2279638888888889
2006-12-20 14:00:00,1.2949,14,2,12,0,1.4284,0.3021333333333333,1.2693291666666668
2006-12-20 15:00:00,0.2811333333333333,15,2,12,0,1.2949,0.42136666666666667,1.263486111111111
2006-12-20 16:00:00,0.46843333333333337,16,2,12,0,0.2811333333333333,1.3721333333333334,1.2258319444444445
2006-12-20 17:00:00,0.5735,17,2,12,0,0.46843333333333337,2.1115,1.161748611111111
2006-12-20 18:00:00,2.8368333333333333,18,2,12,0,0.5735,2.2047000000000003,1.1880875
2006-12-20 19:00:00,3.2486333333333333,19,2,12,0,2.8368333333333333,1.8420999999999998,1.2466930555555555
2006-12-20 20:00:00,3.5754666666666663,20,2,12,0,3.2486333333333333,2.940533333333333,1.2731486111111112
2006-12-20 21:00:00,3.646066666666667,21,2,12,0,3.5754666666666663,1.4428666666666667,1.364948611111111
2006-12-20 22:00:00,3.058966666666667,22,2,12,0,3.646066666666667,0.7200000000000001,1.4624055555555557
2006-12-20 23:00:00,2.3817666666666666,23,2,12,0,3.058966666666667,0.3837,1.5456583333333331
2006-12-21 00:00:00,1.5358666666666667,0,3,12,0,2.3817666666666666,0.4598333333333333,1.5904930555555559
2006-12-21 01:00:00,1.3979666666666666,1,3,12,0,1.5358666666666667,0.25866666666666666,1.6379638888888888
2006-12-21 02:00:00,1.2749,2,3,12,0,1.3979666666666666,0.7843666666666667,1.658402777777778
2006-12-21 03:00:00,0.3026,3,3,12,0,1.2749,0.3100333333333333,1.6580930555555555
2006-12-21 04:00:00,0.24673333333333333,4,3,12,0,0.3026,0.289,1.6563319444444444
2006-12-21 05:00:00,0.2907,5,3,12,0,0.24673333333333333,0.2627,1.6574986111111112
2006-12-21 06:00:00,0.29566666666666663,6,3,12,0,0.2907,0.28359999999999996,1.658001388888889
2006-12-21 07:00:00,1.2804666666666666,7,3,12,0,0.29566666666666663,1.5266333333333333,1.6477444444444445
2006-12-21 08:00:00,1.5630333333333333,8,3,12,0,1.2804666666666666,2.9176,1.5913041666666665
2006-12-21 09:00:00,2.5758,9,3,12,0,1.5630333333333333,1.3855333333333333,1.6408986111111112
2006-12-21 10:00:00,1.7677,10,3,12,0,2.5758,1.5103000000000002,1.6516236111111111
2006-12-21 11:00:00,0.5168333333333334,11,3,12,0,1.7677,2.8924000000000003,1.552641666666667
2006-12-21 12:00:00,0.8191333333333333,12,3,12,0,0.5168333333333334,1.4210333333333334,1.5275625000000002
2006-12-21 13:00:00,1.6882333333333333,13,3,12,0,0.8191333333333333,1.4284,1.5383888888888888
2006-12-21 14:00:00,1.0239,14,3,12,0,1.6882333333333333,1.2949,1.527097222222222
2006-12-21 15:00:00,0.3074,15,3,12,0,1.0239,0.2811333333333333,1.5281916666666666
2006-12-21 16:00:00,1.3600666666666668,16,3,12,0,0.3074,0.46843333333333337,1.5653430555555554
2006-12-21 17:00:00,1.7526333333333333,17,3,12,0,1.3600666666666668,0.5735,1.6144736111111113
2006-12-21 18:00:00,2.4433000000000002,18,3,12,0,1.7526333333333333,2.8368333333333333,1.598076388888889
2006-12-21 19:00:00,2.1971333333333334,19,3,12,0,2.4433000000000002,3.2486333333333333,1.5542638888888891
2006-12-21 20:00:00,2.4373666666666667,20,3,12,0,2.1971333333333334,3.5754666666666663,1.5068430555555554
2006-12-21 21:00:00,0.9822666666666666,21,3,12,0,2.4373666666666667,3.646066666666667,1.3958513888888888
2006-12-21 22:00:00,0.28026666666666666,22,3,12,0,0.9822666666666666,3.058966666666667,1.2800722222222223
2006-12-21 23:00:00,0.2704333333333333,23,3,12,0,0.28026666666666666,2.3817666666666666,1.1921000000000002
2006-12-22 00:00:00,0.2669333333333333,0,4,12,0,0.2704333333333333,1.5358666666666667,1.1392277777777777
2006-12-22 01:00:00,0.272,1,4,12,0,0.2669333333333333,1.3979666666666666,1.0923125
2006-12-22 02:00:00,0.26763333333333333,2,4,12,0,0.272,1.2749,1.0503430555555555
2006-12-22 03:00:00,0.27386666666666665,3,4,12,0,0.26763333333333333,0.3026,1.0491458333333334
2006-12-22 04:00:00,0.26426666666666665,4,4,12,0,0.27386666666666665,0.24673333333333333,1.049876388888889
2006-12-22 05:00:00,0.8068333333333334,5,4,12,0,0.26426666666666665,0.2907,1.0713819444444446
2006-12-22 06:00:00,0.4796333333333333,6,4,12,0,0.8068333333333334,0.29566666666666663,1.0790472222222223
2006-12-22 07:00:00,1.7231999999999998,7,4,12,0,0.4796333333333333,1.2804666666666666,1.0974944444444443
2006-12-22 08:00:00,2.7443999999999997,8,4,12,0,1.7231999999999998,1.5630333333333333,1.1467180555555556
2006-12-22 09:00:00,1.8963,9,4,12,0,2.7443999999999997,2.5758,1.1184055555555554
2006-12-22 10:00:00,1.3449666666666669,10,4,12,0,1.8963,1.7677,1.1007916666666666
2006-12-22 11:00:00,1.2525666666666666,11,4,12,0,1.3449666666666669,0.5168333333333334,1.1314472222222223
2006-12-22 12:00:00,1.2284666666666666,12,4,12,0,1.2525666666666666,0.8191333333333333,1.1485027777777777
2006-12-22 13:00:00,0.6719,13,4,12,0,1.2284666666666666,1.6882333333333333,1.1061555555555556
2006-12-22 14:00:00,0.8155666666666667,14,4,12,0,0.6719,1.0239,1.097475
2006-12-22 15:00:00,1.4516333333333333,15,4,12,0,0.8155666666666667,0.3074,1.1451513888888887
2006-12-22 16:00:00,1.5712000000000002,16,4,12,0,1.4516333333333333,1.3600666666666668,1.153948611111111
2006-12-22 17:00:00,1.4968,17,4,12,0,1.5712000000000002,1.7526333333333333,1.1432888888888888
2006-12-22 18:00:00,2.6869666666666663,18,4,12,0,1.4968,2.4433000000000002,1.1534416666666667
2006-12-22 19:00:00,3.9381666666666666,19,4,12,0,2.6869666666666663,2.1971333333333334,1.2259847222222222
2006-12-22 20:00:00,3.5360666666666662,20,4,12,0,3.9381666666666666,2.4373666666666667,1.271763888888889
2006-12-22 21:00:00,4.548666666666667,21,4,12,0,3.5360666666666662,0.9822666666666666,1.420363888888889
2006-12-22 22:00:00,3.0650666666666666,22,4,12,0,4.548666666666667,0.28026666666666666,1.536397222222222
2006-12-22 23:00:00,2.4191999999999996,23,4,12,0,3.0650666666666666,0.2704333333333333,1.6259291666666666
2006-12-23 00:00:00,1.6982333333333333,0,5,12,1,2.4191999999999996,0.2669333333333333,1.6855666666666667
2006-12-23 01:00:00,1.7227999999999999,1,5,12,1,1.6982333333333333,0.272,1.7460166666666668
2006-12-23 02:00:00,1.7007666666666665,2,5,12,1,1.7227999999999999,0.26763333333333333,1.8057305555555556
2006-12-23 03:00:00,1.7715333333333334,3,5,12,1,1.7007666666666665,0.27386666666666665,1.8681333333333334
2006-12-23 04:00:00,1.8916,4,5,12,1,1.7715333333333334,0.26426666666666665,1.9359388888888889
2006-12-23 05:00:00,2.2291000000000003,5,5,12,1,1.8916,0.8068333333333334,1.9951999999999999
2006-12-23 06:00:00,1.6493666666666666,6,5,12,1,2.2291000000000003,0.4796333333333333,2.043938888888889
2006-12-23 07:00:00,4.023366666666666,7,5,12,1,1.6493666666666666,1.7231999999999998,2.1397791666666666
2006-12-23 08:00:00,4.190833333333333,8,5,12,1,4.023366666666666,2.7443999999999997,2.200047222222222
2006-12-23 09:00:00,3.2464,9,5,12,1,4.190833333333333,1.8963,2.2563013888888888
2006-12-23 10:00:00,2.972166666666667,10,5,12,1,3.2464,1.3449666666666669,2.3241013888888884
2006-12-23 11:00:00,3.159,11,5,12,1,2.972166666666667,1.2525666666666666,2.403536111111111
2006-12-23 12:00:00,2.9288000000000003,12,5,12,1,3.159,1.2284666666666666,2.4743833333333334
2006-12-23 13:00:00,3.4063,13,5,12,1,2.9288000000000003,0.6719,2.5883166666666666
2006-12-23 14:00:00,3.757966666666667,14,5,12,1,3.4063,0.8155666666666667,2.7109166666666664
2006-12-23 15:00:00,4.0491,15,5,12,1,3.757966666666667,1.4516333333333333,2.819144444444444
2006-12-23 16:00:00,4.349100000000001,16,5,12,1,4.0491,1.5712000000000002,2.9348902777777774
2006-12-23 17:00:00,5.452533333333333,17,5,12,1,4.349100000000001,1.4968,3.0997125000000003
2006-12-23 18:00:00,3.8794,18,5,12,1,5.452533333333333,2.6869666666666663,3.149397222222222
2006-12-23 19:00:00,4.1178333333333335,19,5,12,1,3.8794,3.9381666666666666,3.156883333333333
2006-12-23 20:00:00,4.1814,20,5,12,1,4.1178333333333335,3.5360666666666662,3.1837722222222222
2006-12-23 21:00:00,3.2884333333333333,21,5,12,1,4.1814,4.548666666666667,3.1312625
2006-12-23 22:00:00,4.327933333333333,22,5,12,1,3.2884333333333333,3.0650666666666666,3.183881944444444
2006-12-23 23:00:00,5.5624666666666664,23,5,12,1,4.327933333333333,2.4191999999999996,3.3148513888888895
2006-12-24 00:00:00,4.0280000000000005,0,6,12,1,5.5624666666666664,1.6982333333333333,3.411925
2006-12-24 01:00:00,3.2757,1,6,12,1,4.0280000000000005,1.7227999999999999,3.4766291666666667
2006-12-24 02:00:00,2.303033333333333,2,6,12,1,3.2757,1.7007666666666665,3.5017236111111107
2006-12-24 03:00:00,1.6067666666666667,3,6,12,1,2.303033333333333,1.7715333333333334,3.494858333333333
2006-12-24 04:00:00,1.5761,4,6,12,1,1.6067666666666667,1.8916,3.4817125
2006-12-24 05:00:00,1.6319000000000001,5,6,12,1,1.5761,2.2291000000000003,3.4568291666666666
2006-12-24 06:00:00,1.8952,6,6,12,1,1.6319000000000001,1.6493666666666666,3.4670722222222223
2006-12-24 07:00:00,1.4764000000000002,7,6,12,1,1.8952,4.023366666666666,3.360948611111111
2006-12-24 08:00:00,1.4277666666666666,8,6,12,1,1.4764000000000002,4.190833333333333,3.2458208333333336
2006-12-24 09:00:00,2.7256666666666667,9,6,12,1,1.4277666666666666,3.2464,3.2241236111111107
2006-12-24 10:00:00,2.6753333333333336,10,6,12,1,2.7256666666666667,2.972166666666667,3.2117555555555555
2006-12-24 11:00:00,2.0929333333333333,11,6,12,1,2.6753333333333336,3.159,3.1673361111111116
2006-12-24 12:00:00,1.5,12,6,12,1,2.0929333333333333,2.9288000000000003,3.1078027777777777
2006-12-24 13:00:00,3.2399333333333336,13,6,12,1,1.5,3.4063,3.100870833333333
2006-12-24 14:00:00,1.3715333333333333,14,6,12,1,3.2399333333333336,3.757966666666667,3.001436111111111
2006-12-24 15:00:00,3.0968333333333335,15,6,12,1,1.3715333333333333,4.0491,2.9617583333333335
2006-12-24 16:00:00,2.0071333333333334,16,6,12,1,3.0968333333333335,4.349100000000001,2.864176388888889
2006-12-24 17:00:00,1.6864999999999999,17,6,12,1,2.0071333333333334,5.452533333333333,2.7072583333333333
2006-12-24 18:00:00,0.5052,18,6,12,1,1.6864999999999999,3.8794,2.566666666666667
2006-12-24 19:00:00,0.45403333333333334,19,6,12,1,0.5052,4.1178333333333335,2.4140083333333333
2006-12-24 20:00:00,0.4741,20,6,12,1,0.45403333333333334,4.1814,2.2595375
2006-12-24 21:00:00,0.4840333333333333,21,6,12,1,0.4741,3.2884333333333333,2.1426875
2006-12-24 22:00:00,0.4797666666666666,22,6,12,1,0.4840333333333333,4.327933333333333,1.982347222222222
2006-12-24 23:00:00,0.48633333333333334,23,6,12,1,0.4797666666666666,5.5624666666666664,1.7708416666666666
2006-12-25 00:00:00,0.9995666666666667,0,0,12,0,0.48633333333333334,4.0280000000000005,1.6446569444444445
2006-12-25 01:00:00,1.2067666666666665,1,0,12,0,0.9995666666666667,3.2757,1.558451388888889
2006-12-25 02:00:00,0.438,2,0,12,0,1.2067666666666665,2.303033333333333,1.4807416666666668
2006-12-25 03:00:00,0.5899666666666668,3,0,12,0,0.438,1.6067666666666667,1.438375
2006-12-25 04:00:00,0.5786666666666667,4,0,12,0,0.5899666666666668,1.5761,1.3968152777777778
2006-12-25 05:00:00,0.6201000000000001,5,0,12,0,0.5786666666666667,1.6319000000000001,1.3546569444444445
2006-12-25 06:00:00,0.26406666666666667,6,0,12,0,0.6201000000000001,1.8952,1.2866930555555556
2006-12-25 07:00:00,0.6768,7,0,12,0,0.26406666666666667,1.4764000000000002,1.253376388888889
2006-12-25 08:00:00,2.6111,8,0,12,0,0.6768,1.4277666666666666,1.3026819444444444
2006-12-25 09:00:00,1.4934666666666667,9,0,12,0,2.6111,2.7256666666666667,1.2513402777777778
2006-12-25 10:00:00,1.9156666666666666,10,0,12,0,1.4934666666666667,2.6753333333333336,1.2196875
2006-12-25 11:00:00,3.0446,11,0,12,0,1.9156666666666666,2.0929333333333333,1.2593402777777778
2006-12-25 12:00:00,2.9126,12,0,12,0,3.0446,1.5,1.318198611111111
2006-12-25 13:00:00,2.2249333333333334,13,0,12,0,2.9126,3.2399333333333336,1.2759069444444446
2006-12-25 14:00:00,1.7837333333333334,14,0,12,0,2.2249333333333334,1.3715333333333333,1.2930819444444444
2006-12-25 15:00:00,1.7403333333333333,15,0,12,0,1.7837333333333334,3.0968333333333335,1.2365611111111112
2006-12-25 16:00:00,3.8728333333333333,16,0,12,0,1.7403333333333333,2.0071333333333334,1.314298611111111
2006-12-25 17:00:00,2.0718,17,0,12,0,3.8728333333333333,1.6864999999999999,1.3303527777777777
2006-12-25 18:00:00,2.4230666666666663,18,0,12,0,2.0718,0.5052,1.410263888888889
2006-12-25 19:00:00,1.6295,19,0,12,0,2.4230666666666663,0.45403333333333334,1.4592416666666665
2006-12-25 20:00:00,1.9771333333333334,20,0,12,0,1.6295,0.4741,1.5218680555555555
2006-12-25 21:00:00,3.8368666666666664,21,0,12,0,1.9771333333333334,0.4840333333333333,1.6615694444444447
2006-12-25 22:00:00,4.2148666666666665,22,0,12,0,3.8368666666666664,0.4797666666666666,1.8171986111111111
2006-12-25 23:00:00,2.592233333333333,23,0,12,0,4.2148666666666665,0.48633333333333334,1.9049444444444443
2006-12-26 00:00:00,2.4242666666666666,0,1,12,0,2.592233333333333,0.9995666666666667,1.9643069444444443
2006-12-26 01:00:00,2.4026333333333336,1,1,12,0,2.4242666666666666,1.2067666666666665,2.0141347222222223
2006-12-26 02:00:00,2.4109333333333334,2,1,12,0,2.4026333333333336,0.438,2.0963402777777778
2006-12-26 03:00:00,2.4490666666666665,3,1,12,0,2.4109333333333334,0.5899666666666668,2.173802777777778
2006-12-26 04:00:00,2.9925,4,1,12,0,2.4490666666666665,0.5786666666666667,2.2743791666666664
2006-12-26 05:00:00,2.3877333333333337,5,1,12,0,2.9925,0.6201000000000001,2.3480305555555554
2006-12-26 06:00:00,2.3882,6,1,12,0,2.3877333333333337,0.26406666666666667,2.4365361111111112
2006-12-26 07:00:00,3.136066666666667,7,1,12,0,2.3882,0.6768,2.5390055555555553
2006-12-26 08:00:00,2.365933333333333,8,1,12,0,3.136066666666667,2.6111,2.5287902777777775
2006-12-26 09:00:00,3.5450666666666666,9,1,12,0,2.365933333333333,1.4934666666666667,2.6142736111111113
2006-12-26 10:00:00,4.0419,10,1,12,0,3.5450666666666666,1.9156666666666666,2.702866666666667
2006-12-26 11:00:00,2.3735333333333335,11,1,12,0,4.0419,3.0446,2.6749055555555556
2006-12-26 12:00:00,2.4647,12,1,12,0,2.3735333333333335,2.9126,2.6562430555555556
2006-12-26 13:00:00,2.8868,13,1,12,0,2.4647,2.2249333333333334,2.6838208333333333
2006-12-26 14:00:00,3.8266,14,1,12,0,2.8868,1.7837333333333334,2.768940277777778
2006-12-26 15:00:00,2.6296000000000004,15,1,12,0,3.8266,1.7403333333333333,2.8059930555555557
2006-12-26 16:00:00,3.4507333333333334,16,1,12,0,2.6296000000000004,3.8728333333333333,2.788405555555556
2006-12-26 17:00:00,3.3423333333333334,17,1,12,0,3.4507333333333334,2.0718,2.8413444444444447
2006-12-26 18:00:00,3.2466999999999997,18,1,12,0,3.3423333333333334,2.4230666666666663,2.8756625000000002
2006-12-26 19:00:00,3.034,19,1,12,0,3.2466999999999997,1.6295,2.9341833333333334
2006-12-26 20:00:00,3.479,20,1,12,0,3.034,1.9771333333333334,2.9967611111111108
2006-12-26 21:00:00,2.6584,21,1,12,0,3.479,3.8368666666666664,2.947658333333333
2006-12-26 22:00:00,0.8636,22,1,12,0,2.6584,4.2148666666666665,2.808022222222222
2006-12-26 23:00:00,0.7682,23,1,12,0,0.8636,2.592233333333333,2.7320208333333333
2006-12-27 00:00:00,0.4829666666666667,0,2,12,0,0.7682,2.4242666666666666,2.6511333333333336
2006-12-27 01:00:00,0.49346666666666666,1,2,12,0,0.4829666666666667,2.4026333333333336,2.571584722222222
2006-12-27 02:00:00,0.4795,2,2,12,0,0.49346666666666666,2.4109333333333334,2.4911083333333335
2006-12-27 03:00:00,0.4441333333333333,3,2,12,0,0.4795,2.4490666666666665,2.4075694444444444
2006-12-27 04:00:00,0.47403333333333336,4,2,12,0,0.4441333333333333,2.9925,2.302633333333333
2006-12-27 05:00:00,1.0365333333333333,5,2,12,0,0.47403333333333336,2.3877333333333337,2.2463333333333337
2006-12-27 06:00:00,0.4744,6,2,12,0,1.0365333333333333,2.3882,2.1665916666666667
2006-12-27 07:00:00,2.049866666666667,7,2,12,0,0.4744,3.136066666666667,2.1213333333333333
2006-12-27 08:00:00,2.164733333333333,8,2,12,0,2.049866666666667,2.365933333333333,2.11295
2006-12-27 09:00:00,2.3289666666666666,9,2,12,0,2.164733333333333,3.5450666666666666,2.062279166666667
2006-12-27 10:00:00,2.3169666666666666,10,2,12,0,2.3289666666666666,4.0419,1.9904069444444445
2006-12-27 11:00:00,1.3156,11,2,12,0,2.3169666666666666,2.3735333333333335,1.9463263888888889
2006-12-27 12:00:00,1.0784,12,2,12,0,1.3156,2.4647,1.888563888888889
2006-12-27 13:00:00,0.26416666666666666,13,2,12,0,1.0784,2.8868,1.7792875
2006-12-27 14:00:00,0.2638333333333333,14,2,12,0,0.26416666666666666,3.8266,1.6308388888888887
2006-12-27 15:00:00,0.3332,15,2,12,0,0.2638333333333333,2.6296000000000004,1.5351555555555556
2006-12-27 16:00:00,0.2968,16,2,12,0,0.3332,3.4507333333333334,1.4037416666666667
2006-12-27 17:00:00,0.5012666666666666,17,2,12,0,0.2968,3.3423333333333334,1.2853638888888888
2006-12-27 18:00:00,1.8244,18,2,12,0,0.5012666666666666,3.2466999999999997,1.226101388888889
2006-12-27 19:00:00,1.7362666666666666,19,2,12,0,1.8244,3.034,1.1720291666666667
2006-12-27 20:00:00,2.3531,20,2,12,0,1.7362666666666666,3.479,1.1251166666666668
2006-12-27 21:00:00,1.3297333333333334,21,2,12,0,2.3531,2.6584,1.0697555555555556
2006-12-27 22:00:00,1.0835000000000001,22,2,12,0,1.3297333333333334,0.8636,1.0789180555555558
2006-12-27 23:00:00,0.35350000000000004,23,2,12,0,1.0835000000000001,0.7682,1.0616388888888888
2006-12-28 00:00:00,1.0185333333333333,0,3,12,0,0.35350000000000004,0.4829666666666667,1.0839541666666668
2006-12-28 01:00:00,0.27773333333333333,1,3,12,0,1.0185333333333333,0.49346666666666666,1.0749652777777778
2006-12-28 02:00:00,0.31616666666666665,2,3,12,0,0.27773333333333333,0.4795,1.0681597222222223
2006-12-28 03:00:00,0.2988,3,3,12,0,0.31616666666666665,0.4441333333333333,1.0621041666666666
2006-12-28 04:00:00,0.3101,4,3,12,0,0.2988,0.47403333333333336,1.055273611111111
2006-12-28 05:00:00,0.2894,5,3,12,0,0.3101,1.0365333333333333,1.0241430555555555
2006-12-28 06:00:00,0.29256666666666664,6,3,12,0,0.2894,0.4744,1.0165666666666666
2006-12-28 07:00:00,1.0433333333333334,7,3,12,0,0.29256666666666664,2.049866666666667,0.9746277777777778
2006-12-28 08:00:00,2.5357333333333334,8,3,12,0,1.0433333333333334,2.164733333333333,0.9900861111111112
2006-12-28 09:00:00,1.3215333333333334,9,3,12,0,2.5357333333333334,2.3289666666666666,0.9481097222222222
2006-12-28 10:00:00,0.32606666666666667,10,3,12,0,1.3215333333333334,2.3169666666666666,0.8651555555555555
2006-12-28 11:00:00,0.2799333333333333,11,3,12,0,0.32606666666666667,1.3156,0.8220027777777777
2006-12-28 12:00:00,0.271,12,3,12,0,0.2799333333333333,1.0784,0.7883611111111112
2006-12-28 13:00:00,0.6986333333333333,13,3,12,0,0.271,0.26416666666666666,0.806463888888889
2006-12-28 14:00:00,1.8085666666666667,14,3,12,0,0.6986333333333333,0.2638333333333333,0.8708277777777779
